,artist_name,track_name,track_id,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
541599,James Hype,Ferrari,4zN21mbAuaD0WqtmaTZZeP,83,dance,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4
93570,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,83,pop,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4
541583,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,83,dance,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,4
591089,Miguel,Sure Thing - Sped Up,559SdaPI7mqy9IQiscuaMj,83,dance,0.753,0.458,4,-12.52,0,0.123,0.0812,0.00413,0.209,0.662,105.057,4
508522,Surf Curse,Freaks,7EkWXAI1wn8Ii883ecd9xr,83,indie-pop,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4
264771,Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,83,dance,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4
406375,Lewis Capaldi,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,83,pop,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4
328647,XXXTENTACION,Hope,2ZRo7axmMPeSVUvDbGkJah,83,emo,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4
284811,Lil Baby,Freestyle,5BbdKBZO0TH0GhfxUfyhL9,83,hip-hop,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,4
569205,Joji,Die For You,26hOm7dTtBi0TdpDGl141t,83,pop,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,4
264768,The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,83,dance,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4
384323,Billie Eilish,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,83,electro,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
615626,Grupo Marca Registrada,Di Que Si,0kzN7YAMSbmlHOvxlbQW9y,83,sad,0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318,4
340887,Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,83,hip-hop,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4
574187,Fuerza Regida,Ch y la Pizza,1ySH55O0zbQBR77q8wQEyn,83,sad,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,3
374801,Gesaffelstein,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,83,club,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,4
224450,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,83,dance,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4
551816,DJ Jeeh FDC,Puta Mexicana,4mD9hjoTckjeL1CrJCx0MT,83,funk,0.853,0.913,9,0.963,1,0.0514,0.655,0.0235,0.0311,0.952,130.005,4
515572,Olivia Rodrigo,deja vu,6HU7h9RYOaPRFeh0R3UeAr,83,pop,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,4
286610,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,83,indie-pop,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,4
551841,Mc Tato,Luz do Luar,6eNRGL6Nkdg7RhJtmbcl0j,83,funk,0.627,0.754,3,-2.505,0,0.0298,0.437,0.0,0.0963,0.786,130.128,4
284815,Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,83,hip-hop,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4
293474,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,83,pop,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,4
605180,NF,HOPE,12cZWGf5ZgLcKubEW9mx5q,83,hip-hop,0.546,0.787,0,-4.023,0,0.212,0.396,0.0,0.0619,0.497,100.559,3
297309,Imagine Dragons,Thunder,1zB4vmk8tFRmM9UULNzbLB,83,rock,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4
569403,Vishal-Shekhar,Jhoome Jo Pathaan,6FAYpZ4jve8vpvTwUvjK6H,83,pop,0.817,0.738,7,-7.639,1,0.0748,0.0964,0.0,0.331,0.616,104.964,4
558416,g3ox_em,GigaChad Theme - Phonk House Version,7mLWNwcvwRdEviz6SfYp8A,83,hardstyle,0.588,0.496,9,-5.947,1,0.0417,0.00166,0.936,0.186,0.582,128.001,4
406372,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,83,pop,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4
564145,BTS,Run BTS,69xohKu8C1fsflYAiSNbwM,83,k-pop,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4
569226,Kenshi Yonezu,KICK BACK,3khEEPRyBeOUabbmOPJzAG,83,pop,0.577,0.941,1,-5.17,1,0.105,0.00207,3.36e-06,0.0891,0.292,101.921,4
591134,Tiësto,Lay Low,0zKbDrEXKpnExhGQRe9dxt,83,dance,0.534,0.855,1,-4.923,0,0.183,0.0607,0.000263,0.346,0.42,122.06,4
574176,Peso Pluma,Siempre Pendientes,3gfSH9aYZbyGjdmbeoWliw,83,sad,0.774,0.748,0,-7.086,1,0.0352,0.331,0.0057,0.126,0.714,135.929,3
340892,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,83,hip-hop,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4
327774,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,83,electro,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4
138938,J. Cole,Wet Dreamz,4tqcoej1zPvwePZCzuAjJd,83,hip-hop,0.495,0.722,6,-8.108,0,0.357,0.0697,0.0,0.113,0.539,175.627,4
201246,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,83,rock,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
606469,beabadoobee,Glue Song,3iBgrkexCzVuPy4O9vx7Mf,82,indie-pop,0.62,0.409,1,-10.146,1,0.0282,0.77,0.0542,0.105,0.582,113.946,3
608234,TOMORROW X TOGETHER,Sugar Rush Ride,0rhI6gvOeCKA502RdJAbfs,82,k-pop,0.712,0.893,10,-3.995,0,0.0851,0.00788,0.0,0.169,0.828,125.022,4
591082,Nicki Minaj,Red Ruby Da Sleeze,4ZYAU4A2YBtlNdqOUtc7T2,82,dance,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,4
350202,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,82,pop,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
224448,Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,82,dance,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4
119677,Paloma Faith,Only Love Can Hurt Like This,62ke5zFUJN6RvtXZgVH0F8,82,dance,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,4
406378,Harry Styles,Falling,1ZMiCix7XSAbfAJlEZWMCp,82,pop,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4
569251,Rauw Alejandro,LOKERA,79HZAZNnOE97rb2hnI0XQr,82,pop,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91e-06,0.103,0.58,102.019,4
1084658,Patrick Watson,Je te laisserai des mots,0V5cvmTKsYmF5FmGGEAfmS,82,folk,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,4
590796,Morgan Wallen,Ain’t That Some,2YVlDlk2zRceefo6XlC6DX,82,country,0.641,0.803,6,-5.781,0,0.0286,0.00232,3.86e-06,0.361,0.671,121.086,4
1094145,Eminem,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,82,hip-hop,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4
645972,Eminem,Stan,3UmaczJpikHgJFyBTAJVoz,82,hip-hop,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4
1101538,Rihanna,Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,82,pop,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,4
406368,Eyedress,Jealous,1aXV8GrmQLvgoFtBPERP7E,82,pop,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,4
515584,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,82,pop,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4
569271,Rema,Calm Down,6hgoYQDUcPyCz7LcTUHKxa,82,pop,0.811,0.781,11,-6.333,1,0.0428,0.376,0.001,0.121,0.824,107.007,4
515581,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,82,pop,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4
515580,Olivia Rodrigo,happier,2tGvwE8GcFKwNdAXMnlbfl,82,pop,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,3
615628,Eslabon Armado,Ella Baila Sola,3dnP0JxCgygwQH9Gm7q7nb,82,sad,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,3
487042,Morgan Wallen,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,82,country,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3
576558,Maiara & Maraisa,A Culpa É Nossa - Ao Vivo,7nwHsYxiuHo98dLI7UVkyn,82,sertanejo,0.596,0.85,11,-4.528,1,0.0523,0.608,0.0,0.41,0.531,138.057,4
224451,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,82,dance,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
617260,Matheus & Kauan,Não Vitalício (Nunca Mais) - Ao Vivo,4sqpSDnTrbS8v7RMNCUyqS,82,sertanejo,0.418,0.925,1,-2.941,1,0.385,0.396,0.0,0.766,0.627,71.49,4
617256,Zé Neto & Cristiano,Oi Balde - Ao Vivo,3mzbab4H0iZYkHggSEj0UX,82,sertanejo,0.67,0.668,2,-6.411,1,0.0459,0.601,0.0,0.803,0.552,107.995,4
243905,Childish Gambino,Redbone,0WtDGnWL2KrMCk0mI1Gpwz,82,hip-hop,0.745,0.353,1,-10.614,1,0.0983,0.174,0.00662,0.118,0.598,160.111,4
617254,Gusttavo Lima,Saudade da Minha Vida - Ao Vivo,51FFbyL0PjkYtjXJQP0JoP,82,sertanejo,0.509,0.935,8,-3.627,1,0.0709,0.108,0.0,0.907,0.769,158.927,4
243904,Childish Gambino,Me and Your Mama,4AFsRbaLKRWo3dDtjDFA2V,82,hip-hop,0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,3
560184,Drake,Spin Bout U,2ZL7WZcjuYKi1KUDtp4kCC,82,hip-hop,0.773,0.701,7,-6.386,1,0.0512,0.01,0.0,0.163,0.203,129.963,4
537291,keshi,LIMBO,2bdVgAQgosGUJoViVDNeOV,82,chill,0.577,0.366,8,-11.792,1,0.0368,0.879,7.76e-05,0.137,0.0841,129.923,4
406371,Taylor Swift,All Of The Girls You Loved Before,4P9Q0GojKVXpRTJCaL3kyy,82,pop,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,3
515596,GAYLE,abcdefu,4fouWK6XVHhzl78KzQ1UjL,82,pop,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4
515610,Coldplay,My Universe,3FeVmId7tL5YN8B7R3imoM,82,pop,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,4
590795,Morgan Wallen,Thinkin’ Bout Me,0PAcdVzhPO4gq1Iym9ESnK,82,country,0.656,0.757,3,-5.775,0,0.0308,0.492,0.0,0.117,0.429,139.971,4
560363,Rels B,cómo dormiste?,3fjN3y5x4hN53rykAN2LHQ,82,hip-hop,0.627,0.429,1,-8.255,1,0.234,0.238,0.0,0.122,0.565,126.426,5
487897,Marshmello,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,82,dance,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4
316536,80purppp,Hex,7D7e6hm2LiNd6nLuJF6K9Q,82,chill,0.845,0.398,5,-15.781,1,0.268,0.872,0.00713,0.159,0.482,109.996,4
487900,Tiësto,The Motto,18asYwWugKjjsihZ0YvRxO,82,dance,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4
693903,System Of A Down,Chop Suey!,2DlHlPMa4M17kufBvI2lEN,82,metal,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4
471584,Sleep Miracle,Brown Sleep Noise,5UBonaClAZVfzxJNn8nnhh,82,sleep,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4
591088,Calvin Harris,Miracle (with Ellie Goulding),5eTaQYBE1yrActixMAeLcZ,82,dance,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011,4
224458,DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,dance,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4
433210,Dua Lipa,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,82,dance,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4
433211,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,82,dance,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4
244724,Travis Scott,goosebumps,6gBFPUFcJLzWGx4lenP6h2,82,house,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4
569289,Ed Sheeran,Celestial,4zrKN5Sv8JS5mqnbVcsul7,82,pop,0.574,0.852,2,-1.248,1,0.0397,0.0529,0.0,0.161,0.501,123.038,4
600446,Udo Lindenberg,Komet,7oQepKHmXDaPC3rgeLRvQu,82,german,0.55,0.5,7,-5.779,0,0.045,0.285,0.0,0.116,0.351,115.016,4
561978,Måneskin,THE LONELIEST,1Ame8XTX6QHY0l0ahqUhgv,82,indie-pop,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786,4
40346,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,82,pop,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,4
612539,Lana Del Rey,A&W,1wTopxO5eQBpxrBXPSbsUn,82,pop,0.416,0.248,10,-14.62,1,0.14,0.647,0.427,0.113,0.134,161.667,4
889676,Nelly Furtado,Promiscuous,2gam98EZKrF9XuOkU13ApN,82,dance,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4
612513,Miley Cyrus,Jaded,3AAY8YicetRPlDAkibHLiS,82,pop,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038,4
146767,Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,82,pop,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4
342777,girl in red,we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,82,indie-pop,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,4
146773,Sam Smith,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,82,pop,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,4
574191,Junior H,El Hijo Mayor,1RGlfmdvcfatN0ZLOmzanS,82,sad,0.571,0.567,8,-6.873,1,0.0994,0.431,0.0,0.129,0.967,165.332,3
350233,Morat,No Se Va,4khWEpnaijN0G1x019Uzdr,82,pop,0.734,0.685,0,-5.37,1,0.0453,0.117,0.0,0.109,0.754,92.042,4
32070,Frank Ocean,Lost,3GZD6HmiNUhxXYf8Gch723,82,hip-hop,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,4
399070,Labrinth,Formula,6EtKlIQmGPB9SX8UjDJG5s,82,indie-pop,0.574,0.664,11,-6.068,1,0.0409,0.0448,0.0553,0.146,0.226,144.654,4
197526,Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,82,pop,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4
197543,Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,82,pop,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4
574180,Junior H,Los Botones Azules,3ZGkdrigbWXLgHungXfZkt,82,sad,0.784,0.737,5,-2.174,1,0.0758,0.0877,0.0,0.1,0.623,97.5,3
125809,Mac DeMarco,Chamber Of Reflection,7H7NyZ3G075GqPx2evsfeb,82,edm,0.538,0.557,11,-8.678,1,0.0914,0.262,0.914,0.102,0.506,131.03,4
146783,Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,82,pop,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
541586,Lizzo,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,82,dance,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4
506691,Lil Nas X,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,82,hip-hop,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4
862134,Gorillaz,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,82,hip-hop,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4
569432,Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",0CtZpaOhtzvLV3FfcsVpQo,82,pop,0.773,0.795,8,-5.537,0,0.0412,0.0587,0.00237,0.154,0.649,115.997,4
497606,Matt Sassari,Give It To Me - Full Vocal Mix,5ZduaRci3iNUiDfJbBfAaf,82,french,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,4
272514,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,82,emo,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4
340886,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,82,hip-hop,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,4
271629,Billie Eilish,Bored,04sN26COy28wTXYj3dMoiZ,82,electro,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4
506697,Farruko,Pepas,5fwSHlTEWpluwOM0Sxnh5k,82,hip-hop,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4
541609,Imanbek,Belly Dancer,7fZBQnc0zXwVybgCIrQQil,82,dance,0.845,0.797,1,-4.984,1,0.139,0.0582,5.57e-06,0.167,0.422,121.985,4
354034,Rainbow Kitten Surprise,It's Called: Freefall,474uVhyGgK5MtY9gMcDgGl,82,rock,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,4
1147444,Coldplay,Paradise,6nek1Nin9q48AVZcWs9e9D,82,pop,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4
272513,XXXTENTACION,Everybody Dies In Their Nightmares,3GVkPk8mqxz0itaAriG1L7,82,emo,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4
384324,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,81,electro,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4
564144,NewJeans,Cookie,2DwUdMJ5uxv20EhAildreg,81,k-pop,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.0,0.0894,0.661,156.935,4
406367,Yot Club,YKWIM?,2vWBUC9djv6BtiGlmKiQaH,81,pop,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,3
399062,Liana Flores,rises the moon,51Grh1RyUDcMBbpuyUIUHI,81,indie-pop,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,3
286612,Jaymes Young,Infinity,1SOClUWhOi8vHZYMz3GluK,81,indie-pop,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,4
506679,Drake,Knife Talk (with 21 Savage ft. Project Pat),2BcMwX1MPV6ZHP4tUT9uq6,81,hip-hop,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,4
487898,Bruno Mars,Leave The Door Open,02VBYrHfVwfEWXk5DXyf0T,81,dance,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4
340888,Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,81,hip-hop,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,4
551861,MC Ryan SP,Namora Aí,1ACALdBWViTpLBC14Ecv8E,81,funk,0.556,0.659,11,-0.845,0,0.0942,0.148,0.0,0.294,0.754,86.634,4
574181,Fuerza Regida,Igualito a Mi Apá,17js0w8GTkTUFGFM6PYvBd,81,sad,0.758,0.812,4,-3.272,0,0.0854,0.188,0.0,0.0564,0.795,144.908,4
174628,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,81,edm,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,4
576557,Jorge & Mateus,5 Regras - Ao Vivo,3gCWngngUs1uojw33vrE8K,81,sertanejo,0.761,0.574,11,-8.196,1,0.0675,0.78,0.0,0.459,0.605,124.185,4
541651,Felix Jaehn,Call It Love,5YdnOm5990Kfq1Jodws98B,81,dance,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4
487902,Tiësto,Don't Be Shy,0bI7K9Becu2dtXK1Q3cZNB,81,dance,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4
487903,ACRAZE,Do It To It,20on25jryn53hWghthWWW3,81,dance,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,4
561971,Cults,Gilded Lily,3Z0qLOS0cqWKPHXkbTXmNF,81,indie-pop,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05e-05,0.519,0.146,61.859,4
551867,Ana Castela,DONA DE MIM,7sopDXkuzXtHt8AQpdBxmT,81,funk,0.68,0.793,1,-4.726,1,0.234,0.437,0.0,0.11,0.728,167.922,4
93567,Lana Del Rey,Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,81,pop,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,4
1047470,JAY-Z,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,81,hip-hop,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,4
93572,One Direction,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,81,pop,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4
188789,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,81,hip-hop,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,4
591090,P!nk,TRUSTFALL,4FWbsd91QSvgr1dSWwW51e,81,dance,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,4
801524,Usher,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,81,dance,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4
377664,Doja Cat,Streets,60ynsPSSKe6O3sfwRnIBRf,81,dance,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4
406376,Billie Eilish,when the party's over,43zdsphuZLzwA9k4DJhU0I,81,pop,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4
197524,Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,81,pop,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4
560186,Brent Faiyaz,ALL MINE,3XgGQ1wjo5khvq2UImjyNF,81,hip-hop,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,4
197519,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,81,pop,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,4
564157,JIN,The Astronaut,0h7QMc9ZRzA9QJrbEHytn2,81,k-pop,0.54,0.761,5,-5.356,1,0.0311,0.00446,2.5e-06,0.137,0.215,124.988,4
560187,Drake,Pussy & Millions (feat. Travis Scott),2KLwPaRDOB87XOYAT2fgxh,81,hip-hop,0.749,0.63,4,-6.652,0,0.116,0.0623,0.0,0.353,0.445,122.03,4
506705,Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),4gzsuuZypVbxs0Af1LSZyB,81,hip-hop,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,4
271174,Mac DeMarco,For the First Time,2R4AlwtrrkMaRKojcTIzmL,81,edm,0.551,0.529,5,-10.469,0,0.0517,0.296,0.0093,0.178,0.521,75.515,4
461995,Kali Uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,81,pop,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,4
576559,Matheus & Kauan,Pactos - Ao Vivo,2M4kQD87lKnAS9vFlb4Bez,81,sertanejo,0.565,0.889,1,-2.976,1,0.0498,0.582,0.0,0.427,0.473,121.778,4
541594,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,81,dance,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4
569266,Lewis Capaldi,Forget Me,5uSFGgIfHMT3osrAd9n9ym,81,pop,0.669,0.742,1,-3.518,0,0.0441,0.296,0.0,0.355,0.716,101.982,4
462000,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,81,pop,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4
